# Handy Radiology rules v2
# TYPE<TAB>SOURCE<TAB>TARGET
MAP	malformacao de Dandy-Walker	malformação de Dandy-Walker
MAP	fistula arteriovenosa dural	fístula arteriovenosa dural
MAP	neoplasia cistica mucinosa	neoplasia cística mucinosa
MAP	tumor solido pseudopapilar	tumor sólido pseudopapilar
MAP	musculo levantador do anus	músculo levantador do ânus
MAP	desmielinizacao tumefativa	desmielinização tumefativa
MAP	cisterna perimesencefalica	cisterna perimesencefálica
MAP	arteria cerebral posterior	artéria cerebral posterior
MAP	trombose portomesenterica	trombose portomesentérica
MAP	transformacao hemorragica	transformação hemorrágica
MAP	malformacao arteriovenosa	malformação arteriovenosa
MAP	arteria cerebral anterior	artéria cerebral anterior
MAP	artropatia interfacetaria	artropatia interfacetária
MAP	fratura por insuficiencia	fratura por insuficiência
MAP	tumor de celulas gigantes	tumor de células gigantes
MAP	invasao venosa extramural	invasão venosa extramural
MAP	ossificacao heterotopica	ossificação heterotópica
MAP	dilatacao intra-hepatica	dilatação intra-hepática
MAP	dilatacao extra-hepatica	dilatação extra-hepática
MAP	neoplasia cistica serosa	neoplasia cística serosa
MAP	doenca de pequenos vasos	doença de pequenos vasos
MAP	herniacao transtentorial	herniação transtentorial
MAP	fistula traqueoesofagica	fístula traqueoesofágica
MAP	calcificacao distrofica	calcificação distrófica
MAP	ducto hepatico esquerdo	ducto hepático esquerdo
MAP	necrose peripancreatica	necrose peripancreática
MAP	colecao peripancreatica	coleção peripancreática
MAP	colecao necrotica aguda	coleção necrótica aguda
MAP	IPMN de ramo secundario	IPMN de ramo secundário
MAP	desmoplasia mesenterica	desmoplasia mesentérica
MAP	microangiopatia cronica	microangiopatia crônica
MAP	linfoma primario do SNC	linfoma primário do SNC
MAP	metastase osteoblastica	metástase osteoblástica
MAP	sindrome de May-Thurner	síndrome de May-Thurner
MAP	endoprotese aortoiliaca	endoprótese aortoilíaca
MAP	calcificacao grosseira	calcificação grosseira
MAP	varizes periesplenicas	varizes periesplênicas
MAP	ducto hepatico direito	ducto hepático direito
MAP	invaginacao intestinal	invaginação intestinal
MAP	paniculite mesenterica	paniculite mesentérica
MAP	extensao extracapsular	extensão extracapsular
MAP	metastases encefalicas	metástases encefálicas
MAP	arteria cerebral media	artéria cerebral média
MAP	concha media paradoxal	concha média paradoxal
MAP	abscesso retrofaringeo	abscesso retrofaríngeo
MAP	artropatia neuropatica	artropatia neuropática
MAP	sindrome de Nutcracker	síndrome de Nutcracker
MAP	distorcao arquitetural	distorção arquitetural
MAP	linfonodo intramamario	linfonodo intramamário
MAP	teratoma sacrococcigeo	teratoma sacrococcígeo
MAP	varizes perigastricas	varizes perigástricas
MAP	shunt portossistemico	shunt portossistêmico
MAP	vesicula em porcelana	vesícula em porcelana
MAP	linfangioma esplenico	linfangioma esplênico
MAP	juncao ureteropelvica	junção ureteropélvica
MAP	diverticulo de Zenker	divertículo de Zenker
MAP	malrotacao intestinal	malrotação intestinal
MAP	ma rotacao intestinal	má rotação intestinal
MAP	pneumorretroperitonio	pneumorretroperitônio
MAP	metastase hemorragica	metástase hemorrágica
MAP	angulo pontocerebelar	ângulo pontocerebelar
MAP	apoplexia hipofisaria	apoplexia hipofisária
MAP	malformacao cavernosa	malformação cavernosa
MAP	abscesso parafaringeo	abscesso parafaríngeo
MAP	neurinoma do acustico	neurinoma do acústico
MAP	fratura osteoporotica	fratura osteoporótica
MAP	metastase osteolitica	metástase osteolítica
MAP	fistula arteriovenosa	fístula arteriovenosa
MAP	malformacao linfatica	malformação linfática
MAP	implantes secundarios	implantes secundários
MAP	invasao linfovascular	invasão linfovascular
MAP	diverticulo de Meckel	divertículo de Meckel
MAP	restricao difusional	restrição difusional
MAP	arvore em brotamento	árvore em brotamento
MAP	aprisionamento aereo	aprisionamento aéreo
MAP	atenuacao em mosaico	atenuação em mosaico
MAP	hipertensao pulmonar	hipertensão pulmonar
MAP	metastases hepaticas	metástases hepáticas
MAP	ducto hepatico comum	ducto hepático comum
MAP	subcapsular hepatico	subcapsular hepático
MAP	hemangioma esplenico	hemangioma esplênico
MAP	trabeculacao vesical	trabeculação vesical
MAP	obstrucao intestinal	obstrução intestinal
MAP	isquemia mesenterica	isquemia mesentérica
MAP	gas portomesenterico	gás portomesentérico
MAP	retropneumoperitonio	retropneumoperitônio
MAP	retracao mesenterica	retração mesentérica
MAP	encefalite herpetica	encefalite herpética
MAP	contusao hemorragica	contusão hemorrágica
MAP	herniacao subfalcina	herniação subfalcina
MAP	infundibulo etmoidal	infundíbulo etmoidal
MAP	espaco retrofaringeo	espaço retrofaríngeo
MAP	compressao radicular	compressão radicular
MAP	osteofitos marginais	osteófitos marginais
MAP	tendao quadricipital	tendão quadricipital
MAP	estenose mesenterica	estenose mesentérica
MAP	malformacao vascular	malformação vascular
MAP	progressao de doenca	progressão de doença
MAP	cortico-subcorticais	córtico-subcorticais
MAP	restricao a difusao	restrição à difusão
MAP	pleurodiafragmatico	pleurodiafragmático
MAP	derrame pericardico	derrame pericárdico
MAP	hepatopatia cronica	hepatopatia crônica
MAP	colangite piogenica	colangite piogênica
MAP	pancreatite cronica	pancreatite crônica
MAP	necrose pancreatica	necrose pancreática
MAP	atrofia pancreatica	atrofia pancreática
MAP	hamartoma esplenico	hamartoma esplênico
MAP	ureteropielolitiase	ureteropielolitíase
MAP	diverticulo vesical	divertículo vesical
MAP	utriculo prostatico	utrículo prostático
MAP	neuromielite optica	neuromielite óptica
MAP	espaco parafaringeo	espaço parafaríngeo
MAP	edema medular osseo	edema medular ósseo
MAP	triangulo de Codman	triângulo de Codman
MAP	somatorio diametral	somatório diametral
MAP	implante secundario	implante secundário
MAP	megacolon congenito	megacólon congênito
MAP	duplicacao enterica	duplicação entérica
MAP	cortico-subcortical	córtico-subcortical
MAP	realce heterogeneo	realce heterogêneo
MAP	bronquiolocentrico	bronquiolocêntrico
MAP	bronquiolocentrica	bronquiolocêntrica
MAP	impactacao mucoide	impactação mucoide
MAP	mucocele bronquica	mucocele brônquica
MAP	hipertensao portal	hipertensão portal
MAP	varizes esofagicas	varizes esofágicas
MAP	metastase hepatica	metástase hepática
MAP	abscesso esplenico	abscesso esplênico
MAP	ponto de transicao	ponto de transição
MAP	prostatite cronica	prostatite crônica
MAP	vesiculas seminais	vesículas seminais
MAP	ducto ejaculatorio	ducto ejaculatório
MAP	depositos tumorais	depósitos tumorais
MAP	esclerose multipla	esclerose múltipla
MAP	encefalite limbica	encefalite límbica
MAP	restricao cortical	restrição cortical
MAP	herniacao tonsilar	herniação tonsilar
MAP	disseccao arterial	dissecção arterial
MAP	poligono de Willis	polígono de Willis
MAP	bocio multinodular	bócio multinodular
MAP	Legg-Calve-Perthes	Legg-Calvé-Perthes
MAP	malformacao venosa	malformação venosa
MAP	realce nao nodular	realce não nodular
MAP	realce periferico	realce periférico
MAP	artefato metalico	artefato metálico
MAP	microcalcificacao	microcalcificação
MAP	macrocalcificacao	macrocalcificação
MAP	fibroatelectasico	fibroatelectásico
MAP	fibroatelectasica	fibroatelectásica
MAP	broncograma aereo	broncograma aéreo
MAP	bocio mergulhante	bócio mergulhante
MAP	aneurisma aortico	aneurisma aórtico
MAP	disseccao aortica	dissecção aórtica
MAP	varizes gastricas	varizes gástricas
MAP	abscesso hepatico	abscesso hepático
MAP	ducto pancreatico	ducto pancreático
MAP	infarto esplenico	infarto esplênico
MAP	fascia mesorretal	fáscia mesorretal
MAP	esfincter interno	esfíncter interno
MAP	esfincter externo	esfíncter externo
MAP	celulas de Haller	células de Haller
MAP	espaco mastigador	espaço mastigador
MAP	nodulo de Schmorl	nódulo de Schmorl
MAP	sindrome de Hoffa	síndrome de Hoffa
MAP	reacao periosteal	reação periosteal
MAP	zona de transicao	zona de transição
MAP	atresia esofagica	atresia esofágica
MAP	neovascularizacao	neovascularização
MAP	realce homogeneo	realce homogêneo
MAP	hidropneumotorax	hidropneumotórax
MAP	pneumopericardio	pneumopericárdio
MAP	pseudocoarctacao	pseudocoarctação
MAP	portomesenterico	portomesentérico
MAP	portomesenterica	portomesentérica
MAP	cistos hepaticos	cistos hepáticos
MAP	dilatacao biliar	dilatação biliar
MAP	pancreas divisum	pâncreas divisum
MAP	fascia de Gerota	fáscia de Gerota
MAP	cistite actinica	cistite actínica
MAP	volvulo sigmoide	vólvulo sigmoide
MAP	megacolon toxico	megacólon tóxico
MAP	apice prostatico	ápice prostático
MAP	juncao anorretal	junção anorretal
MAP	deposito tumoral	depósito tumoral
MAP	lacuna isquemica	lacuna isquêmica
MAP	oclusao arterial	oclusão arterial
MAP	celulas de Onodi	células de Onodi
MAP	espaco carotideo	espaço carotídeo
MAP	glomus timpanico	glomus timpânico
MAP	protrusao discal	protrusão discal
MAP	migracao cranial	migração cranial
MAP	impactacao ossea	impactação óssea
MAP	mieloma multiplo	mieloma múltiplo
MAP	lesao geografica	lesão geográfica
MAP	varizes pelvicas	varizes pélvicas
MAP	pseudoprogressao	pseudoprogressão
MAP	oligometastatico	oligometastático
MAP	oligometastatica	oligometastática
MAP	invasao vascular	invasão vascular
MAP	lesao espiculada	lesão espiculada
MAP	biliopancreatico	biliopancreático
MAP	biliopancreatica	biliopancreática
MAP	subcentimetrico	subcentimétrico
MAP	ectasia aortica	ectasia aórtica
MAP	coledocolitiase	coledocolitíase
MAP	pericolecistico	pericolecístico
MAP	pericolecistica	pericolecística
MAP	ileite terminal	ileíte terminal
MAP	dolicomegacolon	dolicomegacólon
MAP	pneumoperitonio	pneumoperitônio
MAP	peripancreatico	peripancreático
MAP	zona periferica	zona periférica
MAP	trigono vesical	trígono vesical
MAP	base prostatica	base prostática
MAP	torcao ovariana	torção ovariana
MAP	encefalomalacia	encefalomalácia
MAP	herniacao uncal	herniação uncal
MAP	arteria basilar	artéria basilar
MAP	espaco visceral	espaço visceral
MAP	higroma cistico	higroma cístico
MAP	extrusao discal	extrusão discal
MAP	migracao caudal	migração caudal
MAP	sequestro osseo	sequestro ósseo
MAP	hiperprogressao	hiperprogressão
MAP	oligoprogressao	oligoprogressão
MAP	lesoes nao alvo	lesões não alvo
MAP	caracteristicas	características
MAP	cervicotoracico	cervicotorácico
MAP	peripancreatica	peripancreática
MAP	gastroesofagico	gastroesofágico
MAP	gastroesofagica	gastroesofágica
MAP	broncocentrico	broncocêntrico
MAP	traqueomalacia	traqueomalácia
MAP	cisto hepatico	cisto hepático
MAP	hepatocoledoco	hepatocolédoco
MAP	baco acessorio	baço acessório
MAP	ureterolitiase	ureterolitíase
MAP	celulas claras	células claras
MAP	volvo gastrico	volvo gástrico
MAP	intussuscepcao	intussuscepção
MAP	retroperitonio	retroperitônio
MAP	glandula media	glândula média
MAP	torsao anexial	torsão anexial
MAP	torcao anexial	torção anexial
MAP	neuro-hipofise	neuro-hipófise
MAP	esporao septal	esporão septal
MAP	interfacetaria	interfacetária
MAP	osteite pubica	osteíte púbica
MAP	lesao em rampa	lesão em rampa
MAP	tendao patelar	tendão patelar
MAP	lesao blastica	lesão blástica
MAP	doenca estavel	doença estável
MAP	lesao nao alvo	lesão não alvo
MAP	curva cinetica	curva cinética
MAP	hiperecogenico	hiperecogênico
MAP	hiperecogenica	hiperecogênica
MAP	caracteristica	característica
MAP	subependimario	subependimário
MAP	subependimaria	subependimária
MAP	periprostatico	periprostático
MAP	periprostatica	periprostática
MAP	intra-hepatico	intra-hepático
MAP	intra-hepatica	intra-hepática
MAP	extra-hepatico	extra-hepático
MAP	extra-hepatica	extra-hepática
MAP	reformatacoes	reformatações
MAP	paramagnetico	paramagnético
MAP	perilinfatico	perilinfático
MAP	cardiofrenico	cardiofrênico
MAP	paraesofagico	paraesofágico
MAP	broncomalacia	broncomalácia
MAP	broncolitiase	broncolitíase
MAP	ducto cistico	ducto cístico
MAP	ablacao renal	ablação renal
MAP	hernia hiatal	hérnia hiatal
MAP	volvulo cecal	vólvulo cecal
MAP	hemoperitonio	hemoperitônio
MAP	quloperitonio	quloperitônio
MAP	pseudocapsula	pseudocápsula
MAP	torus uterino	tórus uterino
MAP	adenohipofise	adenohipófise
MAP	espondilolise	espondilólise
MAP	condromalacia	condromalácia
MAP	alca de balde	alça de balde
MAP	linfoma osseo	linfoma ósseo
MAP	calcificacoes	calcificações
MAP	administracao	administração
MAP	pos-contraste	pós-contraste
MAP	pre-contraste	pré-contraste
MAP	hipoecogenico	hipoecogênico
MAP	hipoecogenica	hipoecogênica
MAP	sacrococcigeo	sacrococcígeo
MAP	sacrococcigea	sacrococcígea
MAP	subaracnoideo	subaracnóideo
MAP	subaracnoidea	subaracnóidea
MAP	reformatacao	reformatação
MAP	centimetrico	centimétrico
MAP	consolidacao	consolidação
MAP	costofrenico	costofrênico
MAP	pre-vascular	pré-vascular
MAP	arco aortico	arco aórtico
MAP	nefrolitiase	nefrolitíase
MAP	nefrometrico	nefrométrico
MAP	nefrometrica	nefrométrica
MAP	alca fechada	alça fechada
MAP	jejunoileite	jejunoileíte
MAP	perigastrico	perigástrico
MAP	sela turcica	sela túrcica
MAP	sialolitiase	sialolitíase
MAP	mielomalacia	mielomalácia
MAP	lesao labral	lesão labral
MAP	epifisiolise	epifisiólise
MAP	lesao litica	lesão lítica
MAP	calcificacao	calcificação
MAP	hipertrofico	hipertrófico
MAP	hipertrofica	hipertrófica
MAP	articulacoes	articulações
MAP	sacroiliacas	sacroilíacas
MAP	heterogeneos	heterogêneos
MAP	heterogeneas	heterogêneas
MAP	volumetrica	volumétrica
MAP	milimetrico	milimétrico
MAP	pneumotorax	pneumotórax
MAP	colelitiase	colelitíase
MAP	crioablacao	crioablação
MAP	megaesofago	megaesôfago
MAP	dolicocolon	dolicocólon
MAP	paraaortico	paraaórtico
MAP	retropulsao	retropulsão
MAP	sacroiliite	sacroiliíte
MAP	edema osseo	edema ósseo
MAP	endoprotese	endoprótese
MAP	lesoes-alvo	lesões-alvo
MAP	invaginacao	invaginação
MAP	diagnostica	diagnóstica
MAP	diagnostico	diagnóstico
MAP	pancreatico	pancreático
MAP	pancreatica	pancreática
MAP	parenquimas	parênquimas
MAP	hemorragico	hemorrágico
MAP	hemorragica	hemorrágica
MAP	neoplasicos	neoplásicos
MAP	neoplasicas	neoplásicas
MAP	oncologicos	oncológicos
MAP	oncologicas	oncológicas
MAP	secundarios	secundários
MAP	secundarias	secundárias
MAP	articulacao	articulação
MAP	sacroiliaca	sacroilíaca
MAP	ventriculos	ventrículos
MAP	centimetros	centímetros
MAP	perifericos	periféricos
MAP	perifericas	periféricas
MAP	heterogeneo	heterogêneo
MAP	heterogenea	heterogênea
MAP	morfologico	morfológico
MAP	morfologica	morfológica
MAP	compativeis	compatíveis
MAP	parametrios	paramétrios
MAP	aortoiliaco	aortoilíaco
MAP	aortoiliaca	aortoilíaca
MAP	mesenterico	mesentérico
MAP	mesenterica	mesentérica
MAP	isotropico	isotrópico
MAP	isotropica	isotrópica
MAP	geografico	geográfico
MAP	endofitico	endofítico
MAP	liquefacao	liquefação
MAP	hidrotorax	hidrotórax
MAP	quilotorax	quilotórax
MAP	coarctacao	coarctação
MAP	suboclusao	suboclusão
MAP	mesenterio	mesentério
MAP	pericolico	pericólico
MAP	lobo medio	lobo médio
MAP	endometrio	endométrio
MAP	parametrio	paramétrio
MAP	lesao SLAP	lesão SLAP
MAP	lesao-alvo	lesão-alvo
MAP	metastases	metástases
MAP	malrotacao	malrotação
MAP	alteracoes	alterações
MAP	parenquima	parênquima
MAP	encefalico	encefálico
MAP	encefalica	encefálica
MAP	neoplasico	neoplásico
MAP	neoplasica	neoplásica
MAP	oncologico	oncológico
MAP	oncologica	oncológica
MAP	secundario	secundário
MAP	secundaria	secundária
MAP	comparacao	comparação
MAP	progressao	progressão
MAP	osteofitos	osteófitos
MAP	compressao	compressão
MAP	pericardio	pericárdio
MAP	ventriculo	ventrículo
MAP	substancia	substância
MAP	milimetros	milímetros
MAP	centimetro	centímetro
MAP	periferico	periférico
MAP	periferica	periférica
MAP	homogeneos	homogêneos
MAP	homogeneas	homogêneas
MAP	anatomicos	anatômicos
MAP	anatomicas	anatômicas
MAP	evidencias	evidências
MAP	compativel	compatível
MAP	subcutaneo	subcutâneo
MAP	subcutanea	subcutânea
MAP	linfaticos	linfáticos
MAP	linfaticas	linfáticas
MAP	pericolica	pericólica
MAP	ileocolico	ileocólico
MAP	ileocolica	ileocólica
MAP	prostatico	prostático
MAP	prostatica	prostática
MAP	gadolinio	gadolínio
MAP	exofitico	exofítico
MAP	hemotorax	hemotórax
MAP	cirrotico	cirrótico
MAP	cirrotica	cirrótica
MAP	cromofobo	cromófobo
MAP	megacolon	megacólon
MAP	mesocolon	mesocólon
MAP	miometrio	miométrio
MAP	facetaria	facetária
MAP	disseccao	dissecção
MAP	metastase	metástase
MAP	formacoes	formações
MAP	alteracao	alteração
MAP	restricao	restrição
MAP	conclusao	conclusão
MAP	impressao	impressão
MAP	toracicos	torácicos
MAP	toracicas	torácicas
MAP	hepaticos	hepáticos
MAP	hepaticas	hepáticas
MAP	esplenico	esplênico
MAP	esplenica	esplênica
MAP	isquemico	isquêmico
MAP	isquemica	isquêmica
MAP	primarios	primários
MAP	primarias	primárias
MAP	provaveis	prováveis
MAP	avaliacao	avaliação
MAP	osteofito	osteófito
MAP	vertebras	vértebras
MAP	peritonio	peritônio
MAP	glandulas	glândulas
MAP	bronquios	brônquios
MAP	milimetro	milímetro
MAP	homogeneo	homogêneo
MAP	homogenea	homogênea
MAP	ecogenico	ecogênico
MAP	ecogenica	ecogênica
MAP	atenuacao	atenuação
MAP	anatomico	anatômico
MAP	anatomica	anatômica
MAP	dimensoes	dimensões
MAP	evidencia	evidência
MAP	linfatico	linfático
MAP	linfatica	linfática
MAP	perfusao	perfusão
MAP	coledoco	colédoco
MAP	hipofise	hipófise
MAP	formacao	formação
MAP	colecoes	coleções
MAP	relacoes	relações
MAP	pelvicos	pélvicos
MAP	pelvicas	pélvicas
MAP	toracico	torácico
MAP	toracica	torácica
MAP	hepatico	hepático
MAP	hepatica	hepática
MAP	vesicula	vesícula
MAP	arterias	artérias
MAP	musculos	músculos
MAP	cisticos	císticos
MAP	cisticas	císticas
MAP	liquidos	líquidos
MAP	liquidas	líquidas
MAP	primario	primário
MAP	primaria	primária
MAP	provavel	provável
MAP	sugestao	sugestão
MAP	evolucao	evolução
MAP	vertebra	vértebra
MAP	pancreas	pâncreas
MAP	prostata	próstata
MAP	estomago	estômago
MAP	apendice	apêndice
MAP	glandula	glândula
MAP	bronquio	brônquio
MAP	encefalo	encéfalo
MAP	capsulas	cápsulas
MAP	extensao	extensão
MAP	ausencia	ausência
MAP	presenca	presença
MAP	colonico	colônico
MAP	colonica	colônica
MAP	difusao	difusão
MAP	volvulo	vólvulo
MAP	cervice	cérvice
MAP	acromio	acrômio
MAP	troclea	tróclea
MAP	colecao	coleção
MAP	relacao	relação
MAP	tecnica	técnica
MAP	analise	análise
MAP	clinica	clínica
MAP	pelvico	pélvico
MAP	pelvica	pélvica
MAP	arteria	artéria
MAP	musculo	músculo
MAP	fascias	fáscias
MAP	cistico	cístico
MAP	cistica	cística
MAP	solidos	sólidos
MAP	solidas	sólidas
MAP	liquido	líquido
MAP	liquida	líquida
MAP	reducao	redução
MAP	estavel	estável
MAP	tendoes	tendões
MAP	sinfise	sínfise
MAP	ovarios	ovários
MAP	esofago	esôfago
MAP	pulmoes	pulmões
MAP	coracao	coração
MAP	cerebro	cérebro
MAP	nucleos	núcleos
MAP	capsula	cápsula
MAP	celiaco	celíaco
MAP	celiaca	celíaca
MAP	ileite	ileíte
MAP	ranula	rânula
MAP	lesoes	lesões
MAP	orgaos	órgãos
MAP	fascia	fáscia
MAP	cranio	crânio
MAP	solido	sólido
MAP	solida	sólida
MAP	osseos	ósseos
MAP	osseas	ósseas
MAP	tendao	tendão
MAP	coccix	cóccix
MAP	pubica	púbica
MAP	pubico	púbico
MAP	fibula	fíbula
MAP	figado	fígado
MAP	ovario	ovário
MAP	pulmao	pulmão
MAP	talamo	tálamo
MAP	nucleo	núcleo
MAP	cortex	córtex
MAP	medios	médios
MAP	medias	médias
MAP	plato	platô
MAP	lesao	lesão
MAP	orgao	órgão
MAP	osseo	ósseo
MAP	ossea	óssea
MAP	femur	fêmur
MAP	tibia	tíbia
MAP	umero	úmero
MAP	radio	rádio
MAP	utero	útero
MAP	colon	cólon
MAP	medio	médio
MAP	media	média
MAP	baco	baço
MAP	ileo	íleo
MAP	fratura por avulsao do quinto metatarso	fratura por avulsão do quinto metatarso
MAP	fratura em alca de balde metafisaria	fratura em alça de balde metafisária
ALIAS	fratura intra articular do calcaneo	fratura intra-articular do calcâneo
MAP	necrose avascular da cabeca femoral	necrose avascular da cabeça femoral
ALIAS	tendinopatia insercional de aquiles	tendinopatia insercional de Aquiles
MAP	fratura por compressao vertebral	fratura por compressão vertebral
MAP	relacoes articulares preservadas	relações articulares preservadas
MAP	articulacao metacarpofalangeana	articulação metacarpofalangeana
MAP	articulacao radioulnar proximal	articulação radioulnar proximal
MAP	calcificacao fibrocartilaginosa	calcificação fibrocartilaginosa
MAP	espacos articulares preservados	espaços articulares preservados
MAP	espinha iliaca posterossuperior	espinha ilíaca posterossuperior
MAP	reducao da interlinha articular	redução da interlinha articular
MAP	epifisiolise da cabeca femoral	epifisiólise da cabeça femoral
MAP	espinha iliaca anterossuperior	espinha ilíaca anterossuperior
MAP	espinha iliaca posteroinferior	espinha ilíaca posteroinferior
MAP	fratura avulsao da placa volar	fratura avulsão da placa volar
MAP	reacao periosteal ininterrupta	reação periosteal ininterrupta
MAP	reacao periosteal interrompida	reação periosteal interrompida
MAP	articulacao esternoclavicular	articulação esternoclavicular
MAP	articulacao radioulnar distal	articulação radioulnar distal
MAP	calcificacao em aneis e arcos	calcificação em anéis e arcos
MAP	calcificacoes de partes moles	calcificações de partes moles
ALIAS	classificacao de lauge hansen	classificação de Lauge Hansen
MAP	coluna posterior do acetabulo	coluna posterior do acetábulo
MAP	epifisiolise femoral proximal	epifisiólise femoral proximal
MAP	espinha iliaca anteroinferior	espinha ilíaca anteroinferior
ALIAS	fratura tipo iii do odontoide	fratura tipo III do odontoide
MAP	parede posterior do acetabulo	parede posterior do acetábulo
